개방자치단체코드,관리번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3491000,202534910000800108,인천광역시 영종구청,인천광역시 영종구 백운로414번길 75,인천광역시 영종구 운북동 459-3,생활방범,2,200,인천광역시 영종구청,30,202212,032-760-7804,37.51132087,126.5252356,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:52
3491000,202534910000800110,인천광역시 영종구청,인천광역시 영종구 무의대로50번길,인천광역시 영종구 무의동 22-13,생활방범,2,200,인천광역시 영종구청,30,202212,032-760-7804,37.37146935,126.4350845,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:52
3491000,202534910000800115,인천광역시 영종구청,인천광역시 영종구 백운로 419번길 14,인천광역시 영종구 운북동 706-2,생활방범,1,200,인천광역시 영종구청,30,202212,032-760-7804,37.51075128,126.5142868,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:52
3491000,202534910000800117,인천광역시 영종구청,인천광역시 영종구 백운로 103,인천광역시 영종구 중산동 1392-32,생활방범,2,200,인천광역시 영종구청,30,202212,032-760-7804,37.50104575,126.5453078,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:52
3491000,202534910000800118,인천광역시 영종구청,인천광역시 영종구 백운로185번길 16-13,인천광역시 영종구 운남동 602-17,생활방범,2,200,인천광역시 영종구청,30,202212,032-760-7804,37.50274857,126.5372677,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:52
3491000,202534910000800119,인천광역시 영종구청,인천광역시 영종구 백운로 132-9,인천광역시 영종구 중산동 1225-46,생활방범,1,200,인천광역시 영종구청,30,202212,032-760-7804,37.50345229,126.5431802,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:52
3491000,202534910000800873,인천광역시 영종구청,인천광역시 영종구 운남서로 38,인천광역시 영종구 운남동 1569,교통단속,1,200,인천광역시 영종구청,30,202107,032-760-7684,37.49039945,126.5303054,2025-11-10,I,2026-07-14 13:16:06,2025-11-10 19:44:56
3491000,202534910000800874,인천광역시 영종구청,인천광역시 영종구 하늘달빛로 133,인천광역시 영종구 중산동 1871-2,교통단속,1,200,인천광역시 영종구청,30,202107,032-760-7684,37.48869696,126.5537223,2025-11-10,I,2026-07-14 13:16:06,2025-11-10 19:44:56
3491000,202534910000800875,인천광역시 영종구청,인천광역시 영종구 신도시북로 42,인천광역시 영종구 운서동 2708-2,교통단속,1,200,인천광역시 영종구청,30,202107,032-760-7684,37.49865755,126.4864126,2025-11-10,I,2026-07-14 13:16:06,2025-11-10 19:44:56
3491000,202534910000800876,인천광역시 영종구청,인천광역시 영종구 은하수로 402,인천광역시 영종구 운남동 1766-4,교통단속,1,200,인천광역시 영종구청,30,202104,032-760-7684,37.49068501,126.5505179,2025-11-10,I,2026-07-14 13:16:06,2025-11-10 19:44:56
3491000,202534910000800877,인천광역시 영종구청,인천광역시 영종구 신도시남로 43,인천광역시 영종구 운서동 2788-1,교통단속,1,200,인천광역시 영종구청,30,202006,032-760-7684,37.49160857,126.4861703,2025-11-10,I,2026-07-14 13:16:06,2025-11-10 19:44:56
3491000,202534910000800880,인천광역시 영종구청,인천광역시 영종구 하늘중앙로195번길 29,인천광역시 영종구 중산동 1883-8,교통단속,1,200,인천광역시 영종구청,30,201906,032-760-7684,37.4889885,126.5628531,2025-11-10,I,2026-07-14 13:16:06,2025-11-10 19:44:57
3491000,202534910000800881,인천광역시 영종구청,인천광역시 영종구 햇내로28번길 10,인천광역시 영종구 운서동 3092-3,교통단속,1,200,인천광역시 영종구청,30,201906,032-760-7684,37.49098945,126.4983837,2025-11-10,I,2026-07-14 13:16:06,2025-11-10 19:44:57
3491000,202534910000800884,인천광역시 영종구청,인천광역시 영종구 흰바위로59번길 8,인천광역시 영종구 운서동 2807-4,교통단속,1,200,인천광역시 영종구청,30,201710,032-760-7684,37.49225594,126.4924104,2025-11-10,I,2026-07-14 13:16:06,2025-11-10 19:44:57
3491000,202534910000800885,인천광역시 영종구청,인천광역시 영종구 흰바위로59번길 8,인천광역시 영종구 운서동 2807-4,교통단속,1,200,인천광역시 영종구청,30,201712,032-760-7684,37.49225594,126.4924104,2025-11-10,I,2026-07-14 13:16:06,2025-11-10 19:44:57
3491000,202534910000800886,인천광역시 영종구청,인천광역시 영종구 신도시남로142번길 6,인천광역시 영종구 운서동 2803-1,교통단속,1,200,인천광역시 영종구청,30,201712,032-760-7684,37.49342457,126.4914936,2025-11-10,I,2026-07-14 13:16:06,2025-11-10 19:44:57
3491000,202534910000800904,인천광역시 영종구청,인천광역시 영종구 흰바위로 34,인천광역시 영종구 운서동 2821,교통단속,1,41,인천광역시 영종구청,30,200506,032-760-7684,37.49247662,126.4892285,2025-11-10,I,2026-07-14 13:16:06,2025-11-10 19:44:57
3491000,202534910000800905,인천광역시 영종구청,인천광역시 영종구 신도시남로 137,인천광역시 영종구 운서동 2795-1,교통단속,1,200,인천광역시 영종구청,30,201906,032-760-7684,37.49367676,126.4900751,2025-11-10,I,2026-07-14 13:16:06,2025-11-10 19:44:57
3491000,202534910000800120,인천광역시 영종구청,,인천광역시 영종구 중산동 1225-5,생활방범,1,200,인천광역시 영종구청,30,202212,032-760-7804,37.50385921,126.5418378,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:52
3491000,202534910000800121,인천광역시 영종구청,인천광역시 영종구 운서2로 25번길,인천광역시 영종구 운서동 2886-1,생활방범,1,200,인천광역시 영종구청,30,202212,032-760-7804,37.48602756,126.5071327,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:52
3491000,202534910000800127,인천광역시 영종구청,인천광역시 영종구 운남로248번길 65-4,인천광역시 영종구 운남동 17-20,생활방범,2,200,인천광역시 영종구청,30,202212,032-760-7804,37.49687753,126.5426632,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:52
3491000,202534910000800128,인천광역시 영종구청,인천광역시 영종구 백운로254번길 89-25,인천광역시 영종구 운북동 23-23,생활방범,2,200,인천광역시 영종구청,30,202212,032-760-7804,37.50958833,126.5337186,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:52
3491000,202534910000800129,인천광역시 영종구청,인천광역시 영종구 백운로 440-16,인천광역시 영종구 운북동 418,생활방범,1,200,인천광역시 영종구청,30,202212,032-760-7804,37.5131291,126.5156536,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:52
3491000,202534910000800130,인천광역시 영종구청,인천광역시 영종구 백운로265번길 2,인천광역시 영종구 운북동 56-19,생활방범,2,200,인천광역시 영종구청,30,202212,032-760-7804,37.50492953,126.5285958,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:52
3491000,202534910000800132,인천광역시 영종구청,인천광역시 영종구 백운로254번길 6-2,인천광역시 영종구 운북동 62-10,생활방범,1,200,인천광역시 영종구청,30,202212,032-760-7804,37.50589266,126.5299681,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:52
3491000,202534910000800138,인천광역시 영종구청,인천광역시 영종구 운남로 265,인천광역시 영종구 운남동 566-2,생활방범,2,200,인천광역시 영종구청,30,202212,032-760-7804,37.50038919,126.5373702,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:52
3491000,202534910000800139,인천광역시 영종구청,인천광역시 영종구 영종대로27번길 38,인천광역시 영종구 운서동 2748-2,생활방범,3,200,인천광역시 영종구청,30,202212,032-760-7804,37.49620475,126.484845,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:52
3491000,202534910000800140,인천광역시 영종구청,인천광역시 영종구 백운로414번길 11,인천광역시 영종구 운북동 520-3,생활방범,1,200,인천광역시 영종구청,30,202212,032-760-7804,37.51076869,126.5178267,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:52
3491000,202534910000800143,인천광역시 영종구청,인천광역시 영종구 백운로 203-25,인천광역시 영종구 운남동 631-7,생활방범,1,200,인천광역시 영종구청,30,202212,032-760-7804,37.50356051,126.5358947,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:52
3491000,202534910000800147,인천광역시 영종구청,인천광역시 영종구 논골2길 61,인천광역시 영종구 운북동 15-37,생활방범,1,200,인천광역시 영종구청,30,202212,032-760-7804,37.51053321,126.5328971,2025-11-10,I,2026-07-14 13:16:05,2025-11-10 19:44:52
3491000,202534910000800148,인천광역시 영종구청,인천광역시 영종구 영종순환로 339번길 61,인천광역시 영종구 중산동 1850-419,생활방범,2,200,인천광역시 영종구청,30,202212,032-760-7804,37.51354218,126.5430634,2025-11-10,I,2026-07-14 13:16:05,2025-11-10 19:44:52
3491000,202534910000800158,인천광역시 영종구청,인천광역시 영종구 넙디로 48,인천광역시 영종구 운서동 2925-1,생활방범,2,200,인천광역시 영종구청,30,202112,032-760-7804,37.48296368,126.5092401,2025-11-10,I,2026-07-14 13:16:05,2025-11-10 19:44:52
3491000,202534910000800162,인천광역시 영종구청,인천광역시 영종구 신도시북로88번길 38,인천광역시 영종구 운서동 2714-10,생활방범,3,200,인천광역시 영종구청,30,202112,032-760-7804,37.49822024,126.4888528,2025-11-10,I,2026-07-14 13:16:05,2025-11-10 19:44:52
3491000,202534910000800163,인천광역시 영종구청,인천광역시 영종구 백운로328번길 45,인천광역시 영종구 운북동 506-58,생활방범,1,200,인천광역시 영종구청,30,202112,032-760-7804,37.50915391,126.5219869,2025-11-10,I,2026-07-14 13:16:05,2025-11-10 19:44:52
3491000,202534910000800164,인천광역시 영종구청,인천광역시 영종구 늘목로 19,인천광역시 영종구 을왕동 455-8,생활방범,1,200,인천광역시 영종구청,30,202112,032-760-7804,37.452349,126.3957563,2025-11-10,I,2026-07-14 13:16:05,2025-11-10 19:44:52
3491000,202534910000800165,인천광역시 영종구청,인천광역시 영종구 운중로48번길 66-27,인천광역시 영종구 운남동 319-6,생활방범,2,200,인천광역시 영종구청,30,202112,032-760-7804,37.48746713,126.5357903,2025-11-10,I,2026-07-14 13:16:05,2025-11-10 19:44:52
3491000,202534910000800170,인천광역시 영종구청,인천광역시 영종구 왕산로52번길 25,인천광역시 영종구 을왕동 878-2,생활방범,2,200,인천광역시 영종구청,30,202112,032-760-7804,37.46353445,126.3690451,2025-11-10,I,2026-07-14 13:16:05,2025-11-10 19:44:52
3491000,202534910000800175,인천광역시 영종구청,인천광역시 영종구 백운로 440-35,인천광역시 영종구 운북동 719-8,생활방범,2,200,인천광역시 영종구청,30,202112,032-760-7804,37.51380304,126.5147919,2025-11-10,I,2026-07-14 13:16:05,2025-11-10 19:44:52
3491000,202534910000800176,인천광역시 영종구청,인천광역시 영종구 백운로241번길 19,인천광역시 영종구 운남동 618,생활방범,1,200,인천광역시 영종구청,30,202112,032-760-7804,37.50418576,126.5318224,2025-11-10,I,2026-07-14 13:16:05,2025-11-10 19:44:52
3491000,202534910000800179,인천광역시 영종구청,인천광역시 영종구 중산로87번길 59-14,인천광역시 영종구 중산동 1124-41,생활방범,1,200,인천광역시 영종구청,30,202112,032-760-7804,37.51025037,126.55972,2025-11-10,I,2026-07-14 13:16:05,2025-11-10 19:44:52
3491000,202534910000800186,인천광역시 영종구청,인천광역시 영종구 운남로248번길 65-8,인천광역시 영종구 운남동 16-12,생활방범,2,200,인천광역시 영종구청,30,202109,032-760-7804,37.49627511,126.5427654,2025-11-10,I,2026-07-14 13:16:05,2025-11-10 19:44:52
3491000,202534910000800187,인천광역시 영종구청,인천광역시 영종구 자연대로 632-86,인천광역시 영종구 운북동 360-10,생활방범,2,200,인천광역시 영종구청,30,202109,032-760-7804,37.52433508,126.5118682,2025-11-10,I,2026-07-14 13:16:05,2025-11-10 19:44:52
3491000,202534910000800188,인천광역시 영종구청,인천광역시 영종구 눈돌로13번길 8,인천광역시 영종구 운서동 2766-10,생활방범,2,200,인천광역시 영종구청,30,202109,032-760-7804,37.49411164,126.483926,2025-11-10,I,2026-07-14 13:16:05,2025-11-10 19:44:52
3491000,202534910000800189,인천광역시 영종구청,인천광역시 영종구 운남서로10번길 29,인천광역시 영종구 운남동 1568,생활방범,3,200,인천광역시 영종구청,30,202108,032-760-7804,37.49006558,126.5309904,2025-11-10,I,2026-07-14 13:16:05,2025-11-10 19:44:52
3491000,202534910000800190,인천광역시 영종구청,인천광역시 영종구 관창로 16,인천광역시 영종구 운남동 1531-6,생활방범,3,200,인천광역시 영종구청,30,202108,032-760-7804,37.49149798,126.5309737,2025-11-10,I,2026-07-14 13:16:05,2025-11-10 19:44:52
3491000,202534910000800191,인천광역시 영종구청,인천광역시 영종구 영종대로27번길 49,인천광역시 영종구 운서동 2747-8,생활방범,3,200,인천광역시 영종구청,30,202108,032-760-7804,37.49749172,126.4840274,2025-11-10,I,2026-07-14 13:16:05,2025-11-10 19:44:52
3491000,202534910000800195,인천광역시 영종구청,인천광역시 영종구 눈돌로14번길 35,인천광역시 영종구 운서동 2780-1,생활방범,2,200,인천광역시 영종구청,30,202106,032-760-7804,37.49147544,126.4835157,2025-11-10,I,2026-07-14 13:16:05,2025-11-10 19:44:52
3491000,202534910000800196,인천광역시 영종구청,인천광역시 영종구 전소로 26,인천광역시 영종구 운남동 536-6,생활방범,3,200,인천광역시 영종구청,30,202106,032-760-7804,37.49555962,126.5395451,2025-11-10,I,2026-07-14 13:16:05,2025-11-10 19:44:52
3491000,202534910000800198,인천광역시 영종구청,인천광역시 영종구 자연대로 556-22,인천광역시 영종구 운북동 385,생활방범,1,200,인천광역시 영종구청,30,202106,032-760-7804,37.51981121,126.5153856,2025-11-10,I,2026-07-14 13:16:05,2025-11-10 19:44:52
3491000,202534910000800202,인천광역시 영종구청,인천광역시 영종구 마장포로53번길 27,인천광역시 영종구 중산동 1236,생활방범,1,200,인천광역시 영종구청,30,202106,032-760-7804,37.50773188,126.5490237,2025-11-10,I,2026-07-14 13:16:05,2025-11-10 19:44:52
3491000,202534910000800203,인천광역시 영종구청,인천광역시 영종구 운서4로 17,인천광역시 영종구 운서동 2922-1,생활방범,3,200,인천광역시 영종구청,30,202106,032-760-7804,37.48145032,126.5099824,2025-11-10,I,2026-07-14 13:16:05,2025-11-10 19:44:52
3491000,202534910000800206,인천광역시 영종구청,인천광역시 영종구 백운로414번길 73-22,인천광역시 영종구 운북동 465-2,생활방범,3,200,인천광역시 영종구청,30,202106,032-760-7804,37.51263088,126.5233548,2025-11-10,I,2026-07-14 13:16:04,2025-11-10 19:44:52
3491000,202534910000800209,인천광역시 영종구청,인천광역시 영종구 논골길 125,인천광역시 영종구 운북동 177-12,생활방범,1,200,인천광역시 영종구청,30,202106,032-760-7804,37.5187368,126.5405305,2025-11-10,I,2026-07-14 13:16:04,2025-11-10 19:44:52
3491000,202534910000800210,인천광역시 영종구청,인천광역시 영종구 논골2길 50,인천광역시 영종구 운북동 15-74,생활방범,1,200,인천광역시 영종구청,30,202106,032-760-7804,37.51000284,126.5337218,2025-11-10,I,2026-07-14 13:16:04,2025-11-10 19:44:52
3491000,202534910000800211,인천광역시 영종구청,인천광역시 영종구 논골1길 32-4,인천광역시 영종구 운북동 26-1,생활방범,2,200,인천광역시 영종구청,30,202106,032-760-7804,37.51121109,126.5374307,2025-11-10,I,2026-07-14 13:16:04,2025-11-10 19:44:52
3491000,202534910000800212,인천광역시 영종구청,인천광역시 영종구 백운로186번길 151-19,인천광역시 영종구 운북동 1257-122,생활방범,2,200,인천광역시 영종구청,30,202106,032-760-7804,37.5154232,126.5399728,2025-11-10,I,2026-07-14 13:16:04,2025-11-10 19:44:52
3491000,202534910000800213,인천광역시 영종구청,인천광역시 영종구 백운로186번길 153,인천광역시 영종구 운북동 1257-8,생활방범,2,200,인천광역시 영종구청,30,202106,032-760-7804,37.51592959,126.5415805,2025-11-10,I,2026-07-14 13:16:04,2025-11-10 19:44:52
3491000,202534910000800029,인천광역시 중구청,인천광역시 중구 무의동 119-30,,생활방범,2,200,360도전방면,30,202509,032-760-7804,37.3861678,126.4219969,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:51
3491000,202534910000800030,인천광역시 중구청,인천광역시 중구 무의동 산90-5,,생활방범,2,200,360도전방면,30,202509,032-760-7804,37.4002083,126.4192051,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:51
3491000,202534910000800031,인천광역시 중구청,인천광역시 중구 남북동 902-4,,생활방범,2,200,360도전방면,30,202509,032-760-7804,37.446854,126.4067488,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:51
3491000,202534910000800032,인천광역시 중구청,인천광역시 중구 을왕동 678-50,,생활방범,2,200,360도전방면,30,202509,032-760-7804,37.4418171,126.3788821,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:51
3491000,202534910000800033,인천광역시 중구청,인천광역시 중구 무의동 298-3,,생활방범,3,200,360도전방면,30,202509,032-760-7804,37.4093062,126.4137934,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:51
3491000,202534910000800034,인천광역시 중구청,인천광역시 중구 을왕동 729-11,인천광역시 중구 용유서로302번길 14-2,생활방범,2,200,360도전방면,30,202509,032-760-7804,37.4458083,126.3774019,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:51
3491000,202534910000800035,인천광역시 중구청,인천광역시 중구 무의동 121-8,,생활방범,2,200,360도전방면,30,202509,032-760-7804,37.387007,126.4241283,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:51
3491000,202534910000800036,인천광역시 중구청,인천광역시 중구 신포동 61,,생활방범,3,200,360도전방면,30,202509,032-760-7804,37.4728269,126.6221417,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:51
3491000,202534910000800037,인천광역시 중구청,인천광역시 중구 신포동 51-2,,생활방범,3,200,360도전방면,30,202509,032-760-7804,37.4717853,126.626036,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:51
3491000,202534910000800038,인천광역시 영종구청,인천광역시 영종구 하나개로 129,인천광역시 영종구 무의동 산189-9,생활방범,3,200,인천광역시 영종구청,30,202406,032-760-7804,37.384548,126.412456,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:51
3491000,202534910000800039,인천광역시 영종구청,,인천광역시 영종구 덕교동 51-6,생활방범,2,200,인천광역시 영종구청,30,202406,032-760-7804,37.436611,126.422725,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:51
3491000,202534910000800040,인천광역시 영종구청,,인천광역시 영종구 덕교동 51-2,생활방범,2,200,인천광역시 영종구청,30,202406,032-760-7804,37.439933,126.419197,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:51
3491000,202534910000800041,인천광역시 영종구청,,인천광역시 영종구 덕교동 128-47,생활방범,2,200,인천광역시 영종구청,30,202406,032-760-7804,37.424079,126.423507,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:52
3491000,202534910000800042,인천광역시 영종구청,,인천광역시 영종구 덕교동 산73-5,생활방범,3,200,인천광역시 영종구청,30,202406,032-760-7804,37.42276,126.424619,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:52
3491000,202534910000800047,인천광역시 영종구청,인천광역시 영종구 을왕로 52,인천광역시 영종구 을왕동 717-12,생활방범,1,200,인천광역시 영종구청,30,202406,032-760-7804,37.448729,126.37218,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:52
3491000,202534910000800048,인천광역시 영종구청,인천광역시 영종구 눈돌로14번길 14-3,인천광역시 영종구 운서동 2754-15,생활방범,3,200,인천광역시 영종구청,30,202406,032-760-7804,37.493074,126.481731,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:52
3491000,202534910000800049,인천광역시 영종구청,,인천광역시 영종구 운서동 2755-9,생활방범,2,200,인천광역시 영종구청,30,202406,032-760-7804,37.491996,126.482668,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:52
3491000,202534910000800050,인천광역시 영종구청,,인천광역시 영종구 운북동 510-2,생활방범,2,200,인천광역시 영종구청,30,202406,032-760-7804,37.51002,126.519165,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:52
3491000,202534910000800051,인천광역시 영종구청,,인천광역시 영종구 운북동 1221,생활방범,2,200,인천광역시 영종구청,30,202406,032-760-7804,37.518362,126.505494,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:52
3491000,202534910000800052,인천광역시 영종구청,,인천광역시 영종구 운북동 767-69,생활방범,1,200,인천광역시 영종구청,30,202406,032-760-7804,37.513201,126.509171,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:52
3491000,202534910000800082,인천광역시 영종구청,인천광역시 영종구 운중로177번길 43,인천광역시 영종구 중산동 1465,생활방범,1,200,인천광역시 영종구청,30,202311,032-760-7804,37.49736115,126.5475505,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:52
3491000,202534910000800083,인천광역시 영종구청,인천광역시 영종구 운중로48번길 107,인천광역시 영종구 운남동 170-63,생활방범,2,200,인천광역시 영종구청,30,202311,032-760-7804,37.48648662,126.5410219,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:52
3491000,202534910000800084,인천광역시 영종구청,,인천광역시 영종구 중산동 766-6,생활방범,1,200,인천광역시 영종구청,30,202311,032-760-7804,37.49345614,126.549458,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:52
3491000,202534910000800085,인천광역시 영종구청,인천광역시 영종구 영종순환로339번길 85,인천광역시 영종구 중산동 1850-339,생활방범,2,200,인천광역시 영종구청,30,202311,032-760-7804,37.51154241,126.5431023,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:52
3491000,202534910000800086,인천광역시 영종구청,,인천광역시 영종구 운북동 1184,생활방범,1,200,인천광역시 영종구청,30,202311,032-760-7804,37.5165003,126.5157678,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:52
3491000,202534910000800087,인천광역시 영종구청,,인천광역시 영종구 중산동 1375-11,생활방범,2,200,인천광역시 영종구청,30,202311,032-760-7804,37.49857453,126.545842,2025-11-10,I,2026-07-14 13:16:03,2025-11-10 19:44:52
3491000,202534910000800839,인천광역시 영종구청,인천광역시 영종구 영종대로196번길 25,인천광역시 영종구 운서동 3098-5,교통단속,1,200,인천광역시 영종구청,30,202112,032-760-7684,37.48998776,126.4989691,2025-11-10,I,2026-07-14 13:16:05,2025-11-10 19:44:56
3491000,202534910000800847,인천광역시 영종구청,인천광역시 영종구 두미포로,인천광역시 영종구 중산동 1980-1,교통단속,1,200,인천광역시 영종구청,30,202111,032-760-7684,37.49855115,126.557909,2025-11-10,I,2026-07-14 13:16:06,2025-11-10 19:44:56
3491000,202534910000800848,인천광역시 영종구청,인천광역시 영종구 남북로88번길 3,인천광역시 영종구 남북동 579-3,교통단속,1,200,인천광역시 영종구청,30,202111,032-760-7684,37.44722698,126.4121276,2025-11-10,I,2026-07-14 13:16:06,2025-11-10 19:44:56
